==766867== NVPROF is profiling process 766867, command: exe/linux_inference -gpu 0 -model mobilenetv3
==766867== Profiling application: exe/linux_inference -gpu 0 -model mobilenetv3
==766867== Profiling result:
"Type","Time(%)","Time","Calls","Avg","Min","Max","Name"
,%,ms,,us,us,ms,
"GPU activities",75.000764,5.893368,247,23.859000,0.863000,3.359178,"[CUDA memcpy HtoD]"
"GPU activities",6.329705,0.497372,28,17.763000,4.512000,0.042303,"void cudnn::detail::implicit_convolve_sgemm<float, float, int=1024, int=5, int=5, int=3, int=3, int=3, int=1, bool=1, bool=0, bool=1>(int, int, int, float const *, int, float*, cudnn::detail::implicit_convolve_sgemm<float, float, int=1024, int=5, int=5, int=3, int=3, int=3, int=1, bool=1, bool=0, bool=1>*, kernel_conv_params, int, float, float, int, float, float, int, int)"
"GPU activities",3.118236,0.245023,34,7.206000,2.816000,0.043808,"void cudnn::detail::bn_fw_inf_1C11_kernel_NCHW<float, float, bool=1, int=1>(float, cudnn::detail::bn_fw_inf_1C11_kernel_NCHW<float, float, bool=1, int=1>, cudnnTensorStruct, float const *, float, cudnnTensorStruct*, float, cudnn::detail::bn_fw_inf_1C11_kernel_NCHW<float, float, bool=1, int=1> const *, cudnn::detail::bn_fw_inf_1C11_kernel_NCHW<float, float, bool=1, int=1> const , cudnn::detail::bn_fw_inf_1C11_kernel_NCHW<float, float, bool=1, int=1> const , cudnn::detail::bn_fw_inf_1C11_kernel_NCHW<float, float, bool=1, int=1> const , cudnn::detail::bn_fw_inf_1C11_kernel_NCHW<float, float, bool=1, int=1>)"
"GPU activities",2.499229,0.196383,8,24.547000,16.960000,0.035519,"void at::native::_GLOBAL__N__61_tmpxft_00008849_00000000_9_DepthwiseConv2d_compute_70_cpp1_ii_812406b1::conv_depthwise2d_forward_kernel<int=0, float, int>(at::GenericPackedTensorAccessor<float, unsigned long=4, at::DefaultPtrTraits, int>, at::DefaultPtrTraits, at::DefaultPtrTraits, at::native::_GLOBAL__N__61_tmpxft_00008849_00000000_9_DepthwiseConv2d_compute_70_cpp1_ii_812406b1::conv_depthwise2d_forward_kernel<int=0, float, int, at::GenericPackedTensorAccessor, unsigned long=1, float, int>, bool, int, int, int, int, int, int, int, int, int, int, int, int, int, int, int)"
"GPU activities",2.368110,0.186080,8,23.260000,16.544000,0.050144,"volta_scudnn_128x64_relu_interior_nn_v1"
"GPU activities",1.686387,0.132512,19,6.974000,1.344000,0.033792,"[CUDA memcpy DtoD]"
"GPU activities",1.147200,0.090144,3,30.048000,25.312000,0.034464,"void at::native::_GLOBAL__N__61_tmpxft_00008849_00000000_9_DepthwiseConv2d_compute_70_cpp1_ii_812406b1::conv_depthwise2d_forward_kernel<int=3, float, int>(at::GenericPackedTensorAccessor<float, unsigned long=4, at::DefaultPtrTraits, int>, at::DefaultPtrTraits, at::DefaultPtrTraits, at::native::_GLOBAL__N__61_tmpxft_00008849_00000000_9_DepthwiseConv2d_compute_70_cpp1_ii_812406b1::conv_depthwise2d_forward_kernel<int=3, float, int, at::GenericPackedTensorAccessor, unsigned long=1, float, int>, bool, int, int, int, int, int, int, int, int, int, int, int, int, int, int, int)"
"GPU activities",1.096294,0.086144,18,4.785000,3.680000,0.006048,"void at::native::unrolled_elementwise_kernel<at::native::BinaryFunctor<float, float, float, at::native::AddFunctor<float>>, at::detail::Array<char*, int=3>, OffsetCalculator<int=2, unsigned int, bool=0>, OffsetCalculator<int=1, unsigned int, bool=0>, at::native::memory::LoadWithoutCast, at::native::memory::StoreWithoutCast>(int, float, float, float, float, at::native::AddFunctor<float>, at::native::BinaryFunctor<float, float, float, at::native::AddFunctor<float>>)"
"GPU activities",1.089778,0.085632,19,4.506000,1.440000,0.034528,"_ZN2at6native29vectorized_elementwise_kernelILi4EZZZNS0_80_GLOBAL__N__56_tmpxft_000080e3_00000000_9_Activation_compute_70_cpp1_ii_ec99c53b16hardswish_kernelERNS_14TensorIteratorEENKUlvE_clEvENKUlvE2_clEvEUlfE_NS_6detail5ArrayIPcLi2EEEEEviT0_T1_"
