==761021== NVPROF is profiling process 761021, command: exe/linux_inference -gpu 0 -model resnet
==761021== Profiling application: exe/linux_inference -gpu 0 -model resnet
==761021== Profiling result:
"Type","Time(%)","Time","Calls","Avg","Min","Max","Name"
,%,ms,,us,us,ms,
"GPU activities",61.845684,8.389124,125,67.112000,0.864000,1.744020,"[CUDA memcpy HtoD]"
"GPU activities",9.644563,1.308247,9,145.360000,105.855000,0.217983,"volta_sgemm_128x64_nn"
"GPU activities",5.599713,0.759579,4,189.894000,188.479000,0.191167,"volta_scudnn_winograd_128x128_ldg1_ldg4_relu_tile148t_nt_v1"
"GPU activities",3.683675,0.499676,9,55.519000,6.592000,0.129247,"void cudnn::winograd_nonfused::winogradForwardFilter4x4<float, float>(cudnn::winograd_nonfused::WinogradFilterParams<float, float>)"
"GPU activities",3.308581,0.448796,20,22.439000,5.856000,0.149118,"void cudnn::detail::bn_fw_inf_1C11_kernel_NCHW<float, float, bool=1, int=1>(float, cudnn::detail::bn_fw_inf_1C11_kernel_NCHW<float, float, bool=1, int=1>, cudnnTensorStruct, float const *, float, cudnnTensorStruct*, float, cudnn::detail::bn_fw_inf_1C11_kernel_NCHW<float, float, bool=1, int=1> const *, cudnn::detail::bn_fw_inf_1C11_kernel_NCHW<float, float, bool=1, int=1> const , cudnn::detail::bn_fw_inf_1C11_kernel_NCHW<float, float, bool=1, int=1> const , cudnn::detail::bn_fw_inf_1C11_kernel_NCHW<float, float, bool=1, int=1> const , cudnn::detail::bn_fw_inf_1C11_kernel_NCHW<float, float, bool=1, int=1>)"
"GPU activities",2.403888,0.326078,17,19.181000,2.592000,0.136447,"_ZN2at6native29vectorized_elementwise_kernelILi4EZZZNS0_83_GLOBAL__N__59_tmpxft_000083ec_00000000_9_TensorCompare_compute_70_cpp1_ii_d0af11f728clamp_min_scalar_kernel_implERNS_14TensorIteratorEN3c106ScalarEENKUlvE_clEvENKUlvE6_clEvEUlfE_NS_6detail5ArrayIPcLi2EEEEEviT0_T1_"
"GPU activities",2.086835,0.283071,9,31.452000,13.664000,0.052800,"void cudnn::winograd_nonfused::winogradForwardData4x4<float, float>(cudnn::winograd_nonfused::WinogradDataParams<float, float>)"
"GPU activities",2.067719,0.280478,2,140.239000,136.447000,0.144031,"volta_scudnn_128x64_relu_small_nn_v1"
"GPU activities",2.040826,0.276830,1,276.830000,276.830000,0.276830,"void cudnn::detail::implicit_convolve_sgemm<float, float, int=1024, int=5, int=5, int=3, int=3, int=3, int=1, bool=1, bool=0, bool=1>(int, int, int, float const *, int, float*, cudnn::detail::implicit_convolve_sgemm<float, float, int=1024, int=5, int=5, int=3, int=3, int=3, int=1, bool=1, bool=0, bool=1>*, kernel_conv_params, int, float, float, int, float, float, int, int)"
"GPU activities",2.033741,0.275869,9,30.652000,15.616000,0.049472,"void cudnn::winograd_nonfused::winogradForwardOutput4x4<float, float>(cudnn::winograd_nonfused::WinogradOutputParams<float, float>)"
"GPU activities",1.734381,0.235262,1,235.262000,235.262000,0.235262,"volta_scudnn_128x64_relu_medium_nn_v1"
"GPU activities",1.247238,0.169183,8,21.147000,3.071000,0.052448,"void at::native::vectorized_elementwise_kernel<int=4, at::native::BinaryFunctor<float, float, float, at::native::AddFunctor<float>>, at::detail::Array<char*, int=3>>(int, float, float)"
