==768317== NVPROF is profiling process 768317, command: exe/linux_inference -gpu 0 -model vgg
==768317== Profiling application: exe/linux_inference -gpu 0 -model vgg
==768317== Profiling result:
"Type","Time(%)","Time","Calls","Avg","Min","Max","Name"
,%,ms,,ms,ms,ms,
"GPU activities",88.814115,125.645521,65,1.933008,0.000864,92.576711,"[CUDA memcpy HtoD]"
"GPU activities",3.487354,4.933567,6,0.822261,0.412189,1.409815,"volta_sgemm_128x64_nn"
"GPU activities",0.988900,1.398999,8,0.174874,0.012287,0.640411,"void cudnn::detail::bn_fw_inf_1C11_kernel_NCHW<float, float, bool=1, int=1>(float, cudnn::detail::bn_fw_inf_1C11_kernel_NCHW<float, float, bool=1, int=1>, cudnnTensorStruct, float const *, float, cudnnTensorStruct*, float, cudnn::detail::bn_fw_inf_1C11_kernel_NCHW<float, float, bool=1, int=1> const *, cudnn::detail::bn_fw_inf_1C11_kernel_NCHW<float, float, bool=1, int=1> const , cudnn::detail::bn_fw_inf_1C11_kernel_NCHW<float, float, bool=1, int=1> const , cudnn::detail::bn_fw_inf_1C11_kernel_NCHW<float, float, bool=1, int=1> const , cudnn::detail::bn_fw_inf_1C11_kernel_NCHW<float, float, bool=1, int=1>)"
"GPU activities",0.945108,1.337047,1,1.337047,1.337047,1.337047,"void gemmSN_TN_kernel<float, int=128, int=16, int=2, int=4, int=10, int=11, bool=0, cublasGemvTensorStridedBatched<float const >, cublasGemvTensorStridedBatched<float>>(cublasGemmSmallNParams<float const , cublasGemvTensorStridedBatched<float const >, float>)"
"GPU activities",0.926765,1.311096,8,0.163887,0.016576,0.580413,"void at::native::unrolled_elementwise_kernel<at::native::BinaryFunctor<float, float, float, at::native::AddFunctor<float>>, at::detail::Array<char*, int=3>, OffsetCalculator<int=2, unsigned int, bool=0>, OffsetCalculator<int=1, unsigned int, bool=0>, at::native::memory::LoadWithoutCast, at::native::memory::StoreWithoutCast>(int, float, float, float, float, at::native::AddFunctor<float>, at::native::BinaryFunctor<float, float, float, at::native::AddFunctor<float>>)"
"GPU activities",0.887564,1.255639,10,0.125563,0.001760,0.554365,"_ZN2at6native29vectorized_elementwise_kernelILi4EZZZNS0_83_GLOBAL__N__59_tmpxft_000083ec_00000000_9_TensorCompare_compute_70_cpp1_ii_d0af11f728clamp_min_scalar_kernel_implERNS_14TensorIteratorEN3c106ScalarEENKUlvE_clEvENKUlvE6_clEvEUlfE_NS_6detail5ArrayIPcLi2EEEEEviT0_T1_"
"GPU activities",0.870193,1.231064,1,1.231064,1.231064,1.231064,"volta_scudnn_winograd_128x128_ldg1_ldg4_relu_tile148t_nt_v1"
"GPU activities",0.788379,1.115321,6,0.185886,0.056224,0.320061,"void cudnn::winograd_nonfused::winogradForwardOutput4x4<float, float>(cudnn::winograd_nonfused::WinogradOutputParams<float, float>)"
"GPU activities",0.761439,1.077209,6,0.179534,0.063360,0.421661,"void cudnn::winograd_nonfused::winogradForwardData4x4<float, float>(cudnn::winograd_nonfused::WinogradDataParams<float, float>)"
"GPU activities",0.647143,0.915515,5,0.183103,0.009600,0.478365,"void at::native::_GLOBAL__N__62_tmpxft_000088e1_00000000_9_DilatedMaxPool2d_compute_70_cpp1_ii_6258b574::max_pool_forward_nchw<float, float>(int, float const *, int, int, int, int, int, int, int, int, int, int, int, int, int, int, at::native::_GLOBAL__N__62_tmpxft_000088e1_00000000_9_DilatedMaxPool2d_compute_70_cpp1_ii_6258b574::max_pool_forward_nchw<float, float>*, long*)"
"GPU activities",0.365259,0.516733,6,0.086122,0.016416,0.140703,"void cudnn::winograd_nonfused::winogradForwardFilter4x4<float, float>(cudnn::winograd_nonfused::WinogradFilterParams<float, float>)"
"GPU activities",0.281363,0.398045,1,0.398045,0.398045,0.398045,"volta_scudnn_128x64_relu_small_nn_v1"
"GPU activities",0.177654,0.251327,2,0.125663,0.060000,0.191327,"volta_sgemm_128x32_sliced1x4_tn"
"GPU activities",0.034788,0.049215,1,0.049215,0.049215,0.049215,"void at::native::_GLOBAL__N__68_tmpxft_000081a0_00000000_9_AdaptiveAveragePooling_compute_70_cpp1_ii_ef17039c::adaptive_average_pool<float>(float*, float, int, int, int, int, long, long, long)"
"GPU activities",0.010857,0.015359,3,0.005119,0.004704,0.005920,"_ZN2at6native27unrolled_elementwise_kernelIZZZNS0_21copy_device_to_deviceERNS_14TensorIteratorEbENKUlvE1_clEvENKUlvE6_clEvEUlfE_NS_6detail5ArrayIPcLi2EEE16OffsetCalculatorILi1EjLb0EESC_NS0_6memory15LoadWithoutCastENSD_16StoreWithoutCastEEEviT_T0_T1_T2_T3_T4_"
"GPU activities",0.005972,0.008448,5,0.001689,0.000864,0.002880,"[CUDA memset]"
"GPU activities",0.003257,0.004608,1,0.004608,0.004608,0.004608,"void cudnn::winograd::generateWinogradTilesKernel<int=0, float, float>(cudnn::winograd::GenerateWinogradTilesParams<float, float>)"
"GPU activities",0.002375,0.003360,1,0.003360,0.003360,0.003360,"void splitKreduce_kernel<float, float, float>(cublasSplitKParams<float>, float const *, float const *, float*, float const *, float const *)"
"GPU activities",0.001516,0.002144,1,0.002144,0.002144,0.002144,"cudnn::gemm::computeOffsetsKernel(cudnn::gemm::ComputeOffsetsParams)"
"API calls",97.808522,8252.485350,31,266.209204,0.004995,8238.723534,"cudaMalloc"
"API calls",1.532023,129.262733,63,2.051789,0.003952,92.730215,"cudaMemcpyAsync"
"API calls",0.408550,34.470924,194,0.177685,0.000117,16.946305,"cuDeviceGetAttribute"
"API calls",0.148560,12.534568,2,6.267284,0.014225,12.520343,"cudaMemcpy"
"API calls",0.033439,2.821393,2,1.410696,1.385838,1.435555,"cuDeviceTotalMem"
"API calls",0.023241,1.960959,4,0.490239,0.158605,1.481854,"cudaGetDeviceProperties"
"API calls",0.011808,0.996316,63,0.015814,0.005027,0.089616,"cudaStreamSynchronize"
"API calls",0.011567,0.975970,1,0.975970,0.975970,0.975970,"cudaHostAlloc"
"API calls",0.008362,0.705500,67,0.010529,0.004806,0.029809,"cudaLaunchKernel"
"API calls",0.004044,0.341183,338,0.001009,0.000360,0.011414,"cudaFuncSetAttribute"
"API calls",0.003624,0.305798,972,0.000314,0.000226,0.006303,"cudaGetDevice"
"API calls",0.001941,0.163801,8,0.020475,0.001792,0.127371,"cudaStreamCreateWithFlags"
"API calls",0.001539,0.129887,2,0.064943,0.026532,0.103355,"cuDeviceGetName"
